Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation
,,,I am surrounded by positive and supportive people who uplift me.,positive,,Translated: I am surrounded by positive and supportive people who uplift me. to bg
,,,I am creating a life that aligns with my authentic self.,positive,,Translated: I am creating a life that aligns with my authentic self. to bg
,,,"I am grateful for the abundance of love, joy, and prosperity in my life.",positive,,"Translated: I am grateful for the abundance of love, joy, and prosperity in my life. to bg"
,,,I am a magnet for positive and fulfilling relationships.,positive,,Translated: I am a magnet for positive and fulfilling relationships. to bg
,,,"I am confident in my abilities, and I trust in my journey.",positive,,"Translated: I am confident in my abilities, and I trust in my journey. to bg"
,,,"I am deserving of all the success, happiness, and abundance life has to offer.",positive,,"Translated: I am deserving of all the success, happiness, and abundance life has to offer. to bg"
,,,"I am a beacon of light, inspiring those around me to shine.",positive,,"Translated: I am a beacon of light, inspiring those around me to shine. to bg"
,,,I am open to receiving the miracles and blessings of life.,positive,,Translated: I am open to receiving the miracles and blessings of life. to bg
,,,"I am a constant work in progress, and I celebrate my growth.",positive,,"Translated: I am a constant work in progress, and I celebrate my growth. to bg"
,,,I am grateful for the wisdom gained from life's experiences.,positive,,Translated: I am grateful for the wisdom gained from life's experiences. to bg
,,,"I am a vessel of love, and I share it generously.",positive,,"Translated: I am a vessel of love, and I share it generously. to bg"
,,,I am open to receiving all the goodness life has in store for me.,positive,,Translated: I am open to receiving all the goodness life has in store for me. to bg
,,,I am grateful for the abundance that flows into my life.,positive,,Translated: I am grateful for the abundance that flows into my life. to bg
,,,I am open to receiving love and positive energy.,positive,,Translated: I am open to receiving love and positive energy. to bg
,,,I trust in the process of life and let go of resistance.,positive,,Translated: I trust in the process of life and let go of resistance. to bg
,,,"I am a magnet for success, prosperity, and joy.",positive,,"Translated: I am a magnet for success, prosperity, and joy. to bg"
,,,I choose to focus on the solutions rather than the problems.,positive,,Translated: I choose to focus on the solutions rather than the problems. to bg
,,,I am surrounded by opportunities for growth and learning.,positive,,Translated: I am surrounded by opportunities for growth and learning. to bg
,,,I am deserving of all the good things life has to offer.,positive,,Translated: I am deserving of all the good things life has to offer. to bg
,,,"I am a vessel of love, kindness, and compassion.",positive,,"Translated: I am a vessel of love, kindness, and compassion. to bg"
,,,I release all negative thoughts and embrace positivity.,positive,,Translated: I release all negative thoughts and embrace positivity. to bg
,,,I am constantly evolving into a better version of myself.,positive,,Translated: I am constantly evolving into a better version of myself. to bg
,,,"I am in control of my thoughts, and I choose positivity.",positive,,"Translated: I am in control of my thoughts, and I choose positivity. to bg"
,,,I am open to the endless possibilities that life presents.,positive,,Translated: I am open to the endless possibilities that life presents. to bg
,,,I attract positive and fulfilling relationships into my life.,positive,,Translated: I attract positive and fulfilling relationships into my life. to bg
,,,"I am confident, capable, and resilient.",positive,,"Translated: I am confident, capable, and resilient. to bg"
,,,"I celebrate the successes, both big and small, in my life.",positive,,"Translated: I celebrate the successes, both big and small, in my life. to bg"
,,,"I am a beacon of light, shining with optimism.",positive,,"Translated: I am a beacon of light, shining with optimism. to bg"
,,,I am aligned with the energy of abundance and prosperity.,positive,,Translated: I am aligned with the energy of abundance and prosperity. to bg
,,,I trust that every challenge is an opportunity for growth.,positive,,Translated: I trust that every challenge is an opportunity for growth. to bg
,,,"I am surrounded by love, peace, and positivity.",positive,,"Translated: I am surrounded by love, peace, and positivity. to bg"
,,,I am a source of inspiration for those around me,positive,,Translated: I am a source of inspiration for those around me to bg
,,,"I am a magnet for miracles, and my life is filled with wonders.
I am grateful for the wisdom gained from life's experiences.
I am open to receiving love and abundance from all directions.
I am a constant learner, and I embrace knowledge and wisdom.
I am a powerful creator, shaping my reality with intention.
I am deserving of success, happiness, and fulfillment.
I am resilient, and I bounce back from challenges with strength.
I am in harmony with the natural flow of life.
I am a vessel of positive energy, radiating light to the world.
I am open to the gifts and blessings that life has in store for me.",positive,,"Translated: I am a magnet for miracles, and my life is filled with wonders.
I am grateful for the wisdom gained from life's experiences.
I am open to receiving love and abundance from all directions.
I am a constant learner, and I embrace knowledge and wisdom.
I am a powerful creator, shaping my reality with intention.
I am deserving of success, happiness, and fulfillment.
I am resilient, and I bounce back from challenges with strength.
I am in harmony with the natural flow of life.
I am a vessel of positive energy, radiating light to the world.
I am open to the gifts and blessings that life has in store for me. to bg"
,,,I am grateful for the simple pleasures that bring me joy.,positive,,Translated: I am grateful for the simple pleasures that bring me joy. to bg
,,,I am confident in my ability to overcome obstacles.,positive,,Translated: I am confident in my ability to overcome obstacles. to bg
,,,I am surrounded by opportunities for personal and professional development.,positive,,Translated: I am surrounded by opportunities for personal and professional development. to bg
,,,"I am a beacon of hope, inspiring positive change in the world.",positive,,"Translated: I am a beacon of hope, inspiring positive change in the world. to bg"
,,,"I am worthy of love, respect, and kindness.",positive,,"Translated: I am worthy of love, respect, and kindness. to bg"
