Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation,hr_Translation
,,,I am open to the positive changes unfolding in my life.,positive,,Translated: I am open to the positive changes unfolding in my life. to bg,Translated: I am open to the positive changes unfolding in my life. to hr
,,,I am a magnet for positive and uplifting experiences.,positive,,Translated: I am a magnet for positive and uplifting experiences. to bg,Translated: I am a magnet for positive and uplifting experiences. to hr
,,,I am confident in my ability to make sound decisions.,positive,,Translated: I am confident in my ability to make sound decisions. to bg,Translated: I am confident in my ability to make sound decisions. to hr
,,,"I am creating a life filled with purpose, passion, and joy.",positive,,"Translated: I am creating a life filled with purpose, passion, and joy. to bg","Translated: I am creating a life filled with purpose, passion, and joy. to hr"
,,,I am deserving of success in all areas of my life.,positive,,Translated: I am deserving of success in all areas of my life. to bg,Translated: I am deserving of success in all areas of my life. to hr
,,,"I am a beacon of light, shining brightly in the world.",positive,,"Translated: I am a beacon of light, shining brightly in the world. to bg","Translated: I am a beacon of light, shining brightly in the world. to hr"
,,,"I am grateful for the abundance of love, joy, and prosperity.",positive,,"Translated: I am grateful for the abundance of love, joy, and prosperity. to bg","Translated: I am grateful for the abundance of love, joy, and prosperity. to hr"
,,,I am a magnet for positive and empowering thoughts.,positive,,Translated: I am a magnet for positive and empowering thoughts. to bg,Translated: I am a magnet for positive and empowering thoughts. to hr
,,,I am in tune with the rhythm of the universe.,positive,,Translated: I am in tune with the rhythm of the universe. to bg,Translated: I am in tune with the rhythm of the universe. to hr
,,,"I am resilient, and I adapt easily to change.",positive,,"Translated: I am resilient, and I adapt easily to change. to bg","Translated: I am resilient, and I adapt easily to change. to hr"
,,,I am a source of inspiration for others to follow their dreams.,positive,,Translated: I am a source of inspiration for others to follow their dreams. to bg,Translated: I am a source of inspiration for others to follow their dreams. to hr
,,,I am open to receiving guidance from my inner wisdom.,positive,,Translated: I am open to receiving guidance from my inner wisdom. to bg,Translated: I am open to receiving guidance from my inner wisdom. to hr
,,,"I am surrounded by love, and I attract loving relationships.",positive,,"Translated: I am surrounded by love, and I attract loving relationships. to bg","Translated: I am surrounded by love, and I attract loving relationships. to hr"
,,,"I am confident, capable, and ready to take on new challenges.",positive,,"Translated: I am confident, capable, and ready to take on new challenges. to bg","Translated: I am confident, capable, and ready to take on new challenges. to hr"
,,,"I am a vessel of creativity, and I express myself freely.",positive,,"Translated: I am a vessel of creativity, and I express myself freely. to bg","Translated: I am a vessel of creativity, and I express myself freely. to hr"
,,,I am grateful for the supportive people in my life.,positive,,Translated: I am grateful for the supportive people in my life. to bg,Translated: I am grateful for the supportive people in my life. to hr
,,,"I am a magnet for success, and I attract positive outcomes.",positive,,"Translated: I am a magnet for success, and I attract positive outcomes. to bg","Translated: I am a magnet for success, and I attract positive outcomes. to hr"
,,,I am worthy of all the blessings life has in store for me.,positive,,Translated: I am worthy of all the blessings life has in store for me. to bg,Translated: I am worthy of all the blessings life has in store for me. to hr
,,,"I am at peace with the past, excited for the present, and optimistic about the future.",positive,,"Translated: I am at peace with the past, excited for the present, and optimistic about the future. to bg","Translated: I am at peace with the past, excited for the present, and optimistic about the future. to hr"
,,,"I am creating a life filled with joy, purpose, and fulfillment.",positive,,"Translated: I am creating a life filled with joy, purpose, and fulfillment. to bg","Translated: I am creating a life filled with joy, purpose, and fulfillment. to hr"
,,,"I am a constant learner, and I grow stronger every day.",positive,,"Translated: I am a constant learner, and I grow stronger every day. to bg","Translated: I am a constant learner, and I grow stronger every day. to hr"
,,,I am open to the beauty that each day brings.,positive,,Translated: I am open to the beauty that each day brings. to bg,Translated: I am open to the beauty that each day brings. to hr
,,,"I am a beacon of positivity, inspiring those around me.",positive,,"Translated: I am a beacon of positivity, inspiring those around me. to bg","Translated: I am a beacon of positivity, inspiring those around me. to hr"
,,,I am deserving of all the happiness and success coming my way.,positive,,Translated: I am deserving of all the happiness and success coming my way. to bg,Translated: I am deserving of all the happiness and success coming my way. to hr
,,,I am grateful for the abundance of opportunities in my life.,positive,,Translated: I am grateful for the abundance of opportunities in my life. to bg,Translated: I am grateful for the abundance of opportunities in my life. to hr
,,,"I am a magnet for positive energy, and I attract good things effortlessly.",positive,,"Translated: I am a magnet for positive energy, and I attract good things effortlessly. to bg","Translated: I am a magnet for positive energy, and I attract good things effortlessly. to hr"
,,,I am confident in my ability to overcome challenges.,positive,,Translated: I am confident in my ability to overcome challenges. to bg,Translated: I am confident in my ability to overcome challenges. to hr
,,,"I am a vessel of love, and I radiate love to everyone I meet.",positive,,"Translated: I am a vessel of love, and I radiate love to everyone I meet. to bg","Translated: I am a vessel of love, and I radiate love to everyone I meet. to hr"
